"","X","original_title","original_language","adult","backdrop_path","homepage","id","imdb_id","rent_options","buy_options","flatrate_options","all_uniq_providers","All_providers_nos","Rent_providers_nos","Buy_providers_nos","Stream_providers_nos","poster_path","release_date","status","title","video","genre","production_companies","belongs_to_collection","spoken_languages","production_countries","keywords","director","moreThan1ProductionCountry","moreThan1Genre","moreThan1ProductionCompany","moreThan1Keyword","moreThan1Director","moreThanSpokenLanguage","release_d","release_year","taglinepresent","collectionyes","revenue","budget","runtime","popularity","vote_average","vote_count","review_count","cast_size","crew_size","release_month","Imdb_Rating","Imdb_vote_count","profit_factor","Target","directedByAPopular","belongs_to_topProfitProdComp","avg_coll_revenue.x","avg_coll_revenue.y","release_week","movies_released_same_week","belongs_to_topProfitGenres","avg_rev_by_crew_size","avg_rev_by_cast_size","cast_crew_ratio","holidaymonth","costPerCapita"
"5049",67723,"Bayi Toplantısı","tr",FALSE,"/gkBxGFGX6AOqW7KEtiEKX3B6G5Y.jpg","https://www.bkmonline.net/en/movies/vendors-meeting",674349,"tt11527964","Apple iTunes,Google Play Movies,YouTube,","Apple iTunes,Google Play Movies,YouTube,","","YouTube, Apple iTunes, Google Play Movies",3,3,3,0,"/oOL73RZcJYkrX4urhgEhsWz7qhR.jpg","2/20/2020","Released","Vendors' Meeting",FALSE,"Comedy ","BKM ","","tr,","TR ","","Bedran Güzel ",0,0,0,0,0,0,2020-02-20,"2020",0,0,2723347,232000,115,1.913,6.6,8,1,16,11,2,4.6,2725,1073.85646551724,1,0,0,45072822.2708924,45072822.2708924,"08",97,1,39138517.6470588,40402872.3565217,1.45454545454545,0,8592.59259259259
"5050",67738,"సరిలేరు నీకెవ్వరు","te",FALSE,"/4veNqAdYeCLV6GyMvRVgvndUfme.jpg","",607313,"tt10773090","","","Amazon Prime Video,","Amazon Prime Video",1,0,0,1,"/sR002yBI04ZBLdEpoSquxYQryEC.jpg","1/10/2020","Released","Sarileru Neekevvaru",FALSE,"Action ","G. Mahesh Babu Entertainment Pvt. Ltd ","","te,","IN ","army ","Anil Ravipudi ",0,0,1,0,0,0,2020-01-10,"2020",0,0,1400000,11000000,169,1.885,5.4,15,1,30,31,1,6,5037,-87.2727272727273,0,0,0,45072822.2708924,45072822.2708924,"02",102,1,109836366.285714,18541676.0526316,0.967741935483871,0,180327.868852459
"5051",67751,"Unfriended: Proxy","en",FALSE,"/ycRVeCQSur4kkJmET6UjNO25V1r.jpg","",688319,"tt12062078","","","","",0,0,0,0,"","4/1/2020","Released","Unfriended: Proxy",FALSE,"Horror ","Alliance Cinema ","","en,","","","Matthew Landford ",0,0,0,0,0,0,2020-04-01,"2020",1,0,143837,900,24,1.86,7.3,0,1,4,6,4,4.3,12,15881.8888888889,1,0,0,45072822.2708924,45072822.2708924,"14",121,1,36876511.0084034,46591326.2972973,0.666666666666667,0,90
"5052",67754,"The Secret of Karma","en",FALSE,"","https://www.milanfriedrich.film/en/the-secret-of-karma-en/",513440,"tt8079510","Amazon Video,","Amazon Video,","","Amazon Video",1,1,1,0,"/cIA29laQ9rjcoe7nz12qAGg43k9.jpg","3/31/2020","Released","The Secret of Karma",FALSE,"Science Fiction ","Alpha Hollywood Studios ","","en,","US ","","Milan Friedrich ",0,1,0,0,0,0,2020-03-31,"2020",0,0,10000,8000000,10,1.852,7.7,0,1,4,8,3,7.3,32,-99.875,0,0,0,45072822.2708924,45072822.2708924,"14",121,1,34810055.4709677,46591326.2972973,0.5,0,666666.666666667
"5053",67815,"In Vitro","en",FALSE,"/4ronbidMn5w4CuLZDckieia5cdK.jpg","",644180,"tt10958328","","","","",0,0,0,0,"/q5P74XU5Kyr3r5ZbGSh6sVKGynX.jpg","1/27/2020","Released","In Vitro",FALSE,"Drama ","See Pictures ","","en,","AU ","short ","Dacre Montgomery ",1,0,0,0,0,0,2020-01-27,"2020",1,0,10000,9576,6,1.67,8.4,5,1,6,2,1,7.1,9,4.42773600668338,1,0,0,45072822.2708924,45072822.2708924,"05",112,1,56027727.4550265,30748111.2213542,3,0,1197
"5054",67841,"Karakomik Filmler 2: Deli","tr",FALSE,"/gInasAxA43twaEUZ6sIR1Csvt2e.jpg","",665090,"tt11416594","","Google Play Movies,Amazon Video,YouTube,","","YouTube, Google Play Movies, Amazon Video",3,0,3,0,"/e4T9JnG9GXvDtIw25ANOGAER4fd.jpg","1/17/2020","Released","Comidark Films 2: Insane",FALSE,"Drama ","Nulook Production ","Comidark Films 2","tr,","TR ","","Cem Yılmaz ",0,1,1,0,0,0,2020-01-17,"2020",0,1,680418,25000,60,1.604,6.5,11,1,6,7,1,6.5,5438,2621.672,1,0,0,680418,680418,"03",133,1,50747392.8125,30748111.2213542,0.857142857142857,0,1923.07692307692
"5055",67846,"Collodion: The Process of Preservation","en",FALSE,"/mt4o4jH41pqrReDFG4l51lCxKwD.jpg","https://www.collodionfilm.com/",729536,"tt8944962","Google Play Movies,Amazon Video,YouTube,","Google Play Movies,Amazon Video,YouTube,","Amazon Prime Video,","Google Play Movies, Amazon Prime Video, YouTube, Amazon Video",4,3,3,1,"/jPo4uq1G48Rf2XJ0uGnwBZeIxKH.jpg","3/12/2020","Released","Collodion: The Process of Preservation",FALSE,"Documentary ","","","","","","Eric Overton ",0,0,0,0,0,0,2020-03-12,"2020",1,0,26800152,150000,78,1.589,5,0,2,9,15,3,8.7,184,17766.768,1,0,0,45072822.2708924,45072822.2708924,"11",137,1,66837487.1796875,50839762.6893617,0.6,0,6250
"5056",67870,"UNDOCUMENTED UNAFRAID","en",FALSE,"","",679828,"tt11373548","","","","",0,0,0,0,"/tMF32BDdk0IC5pojPHaTHwON6Fk.jpg","1/21/2020","Released","UNDOCUMENTED UNAFRAID",FALSE,"Documentary ","La trifulca Project ","","en,es,","MX ","human rights ","Arturo Pulido ",1,0,1,1,0,1,2020-01-21,"2020",1,0,49078000,95,95,1.545,10,1,3,41,10,1,5.7,5015,51660952.631579,1,0,0,45072822.2708924,45072822.2708924,"04",125,1,54533781.5637066,133882971.066667,4.1,0,1.86274509803922
"5057",67894,"Lieutenant Jangles","en",FALSE,"","https://ltjangles.com",515768,"tt4408104","","","","",0,0,0,0,"/s1Yni4dL4EKKDZtGRhQ5xcWRHwl.jpg","1/30/2020","Released","Lieutenant Jangles",FALSE,"Comedy ","","","en,fr,es,","AU ","exploitation ","Nicolas Champeaux ",0,1,0,1,0,1,2020-01-30,"2020",1,0,1892516,6000,143,1.506,1,0,3,14,15,1,8,40,31441.9333333333,1,0,0,45072822.2708924,45072822.2708924,"05",112,1,66837487.1796875,37385123.7767857,0.933333333333333,0,206.896551724138
"5058",67898,"Forever Love","en",FALSE,"","",733155,"tt12165726","","","","",0,0,0,0,"/jr0IK4Bub618N4MOm2SCN5kPkxL.jpg","4/1/2020","Released","Forever Love",FALSE,"Romance ","Nasser Entertainment ","","en,","US ","","Waymon Boone ",0,0,0,0,0,0,2020-04-01,"2020",0,0,33904605,1440000,90,1.497,7,0,1,5,1,4,7.8,18,2254.48645833333,1,0,0,45072822.2708924,45072822.2708924,"14",121,1,44533579.3385301,36882370.2920696,5,0,240000
"5059",67911,"Encantados do Cri-ú","pt",FALSE,"/ndOPmuTYFKthRaZOcqixMqGvGZY.jpg","",747882,"","","","","",0,0,0,0,"/3JtK03kA7oYB6ctAaw3RBBXNaZB.jpg","2/7/2020","Released","Encantados do Cri-ú",FALSE,"Documentary ","Meio Mundo Produções ","","","BR ","social documentary ","Manoel do Vale ",0,0,0,0,0,0,2020-02-07,"2020",0,0,883,883,25,1.467,6,1,1,11,7,2,6.4,318,0,0,0,0,45072822.2708924,45072822.2708924,"06",91,1,50747392.8125,41953455.826087,1.57142857142857,0,49.0555555555556
"5060",67931,"ಲವ್ Mocktail","kn",FALSE,"/5VPIkLkBHKBd1QvewF4iDRPQK2j.jpg","",672125,"tt10919132","","","Amazon Prime Video,","Amazon Prime Video",1,0,0,1,"/bJqYDmyJffTk9ruvPt6B5WTPe9B.jpg","1/31/2020","Released","Love Mocktail",FALSE,"Romance ","","","en,kn,","","platonic love ","Darling Krishna ",0,1,0,1,0,1,2020-01-31,"2020",0,0,665258,266103,153,1.426,6.7,5,1,3,6,1,8.3,2272,150.000187897168,1,0,0,45072822.2708924,45072822.2708924,"05",112,1,36876511.0084034,46409225.8003328,0.5,0,29567
"5061",67948,"Con Esperanza","en",FALSE,"","http://www.pochopictures.com",770160,"tt10799146","","","","",0,0,0,0,"/q4WYkKvqGXtRg6a9WiSyEuAK288.jpg","4/25/2020","Released","Con Esperanza",FALSE,"Family ","Pocho Pictures ","","","US ","music style ","Kyle Provencio Reingold ",0,1,1,1,0,0,2020-04-25,"2020",1,0,250130,7000,14,1.4,4,0,6,5,14,4,4,368,3473.28571428571,1,0,0,45072822.2708924,45072822.2708924,"17",112,1,42764473.1428571,36882370.2920696,0.357142857142857,0,368.421052631579
"5062",67960,"Prank Brothers","de",FALSE,"/vWOxQTypaC4Fgm0WM7QNtfli0WN.jpg","",736819,"","","","","",0,0,0,0,"/3DPJXANGsaaBjeJj2r1jRAzOdsB.jpg","3/19/2020","Released","Prank Brothers",FALSE,"Comedy ","Keativ Kollektiv ","","de,","DE ","rage ","Chris da Silva Oliveira ",0,1,1,1,0,0,2020-03-19,"2020",1,0,10,10,5,1.4,10,1,2,4,10,3,3.2,62,0,0,0,0,45072822.2708924,45072822.2708924,"12",114,1,54533781.5637066,46591326.2972973,0.4,0,0.714285714285714
"5063",67980,"Der Alltag","en",FALSE,"","",709762,"","","","","",0,0,0,0,"/yyyowb5GdDLznrYKLCgqaog0aDb.jpg","5/27/2020","Released","The Everyday",FALSE,"","","","de,","","","Jimmy Olsson ",0,0,0,0,0,0,2020-05-27,"2020",1,0,30,20,5,1.4,10,1,1,2,2,5,5.9,11232,50,1,0,0,45072822.2708924,45072822.2708924,"22",112,1,56027727.4550265,44110052.5939716,1,0,5
"5064",67992,"Blue Cocoon","en",FALSE,"/3Mg4XlGLGqcq9IwMfLt1oXFkFE2.jpg","https://bluecocoonpublicis.wixsite.com/website",697046,"","","","","",0,0,0,0,"/nYqjXZgHjGzkb4BwjloAGPhVle5.jpg","4/28/2020","Released","Blue Cocoon",FALSE,"Drama ","","","en,","GB ","kidnapping ","Matilda Butler ",0,1,0,1,0,0,2020-04-28,"2020",1,0,1,2474,10,1.4,10,1,1,2,15,4,6.2,15334,-99.9595796281326,0,0,0,45072822.2708924,45072822.2708924,"18",125,1,66837487.1796875,44110052.5939716,0.133333333333333,0,145.529411764706
"5065",68002,"The Monster in Men","en",FALSE,"","",691923,"","","","","",0,0,0,0,"/bnP7UQcTQ9IWPS6rcVAvKJHqwR0.jpg","4/17/2020","Released","The Monster in Men",FALSE,"Drama ","Rambler Films ","","","","","Steven Gorden ",0,1,0,0,0,0,2020-04-17,"2020",0,0,3186721,12,4,1.4,10,0,1,1,7,4,7.4,11,26555908.3333333,1,0,0,45072822.2708924,45072822.2708924,"16",122,1,50747392.8125,58604971.7751756,0.142857142857143,0,1.5
"5066",68010,"Harami","bn",FALSE,"","",688943,"","","","","",0,0,0,0,"/702iVy8Iyoa7oPPf1Y21jpHJdWH.jpg","4/12/2020","Released","Harami",FALSE,"Drama ","Khirki Digital ","","","IN ","","ADY ",0,1,0,0,0,0,2020-04-12,"2020",1,0,105884,500,15,1.4,6.2,0,2,4,2,4,6.9,53,21076.8,1,0,0,45072822.2708924,45072822.2708924,"15",107,1,56027727.4550265,46591326.2972973,2,0,83.3333333333333
"5067",68020,"400 Pétalos","es",FALSE,"","",677661,"tt12667354","","","","",0,0,0,0,"/uXlwXhNP1Y1CN7TCtRZJY3ej4wR.jpg","3/15/2020","Released","400 Petals",FALSE,"Comedy ","","","es,","PR ","","Angelie García Ortiz ",0,1,0,0,0,0,2020-03-15,"2020",1,0,7800000,1500,13,1.4,7.1,0,1,5,30,3,5.4,17708,519900,1,0,0,45072822.2708924,45072822.2708924,"11",137,1,46237518.6666667,36882370.2920696,0.166666666666667,0,42.8571428571429
"5068",68042,"Doodled","en",FALSE,"/4i4rAw8eczfwTlPgDSdM9hQS4BQ.jpg","https://www.doodledthemovie.com/",606457,"tt9407918","","","","",0,0,0,0,"/sQweE8RmhYaSZJco8eDxE6vAKuf.jpg","1/10/2020","Released","Doodled",FALSE,"Romance ","Allied Street Films ","","en,","US ","doodled ","Teddy Brown ",0,1,1,1,0,0,2020-01-10,"2020",1,0,34,400,19,1.4,1,0,1,5,23,1,5.4,402,-91.5,0,0,0,45072822.2708924,45072822.2708924,"02",102,1,41436753.296875,36882370.2920696,0.217391304347826,0,14.2857142857143
"5069",68044,"The Shell","en",FALSE,"","",604588,"tt9600568","","","","",0,0,0,0,"/ukSh7ywRRPPUncQ7zVS3eTaslTh.jpg","3/19/2020","Released","The Shell",FALSE,"Science Fiction ","Purewater Pictures ","","en,","US ","","Yuehua Wang ",0,0,0,0,0,0,2020-03-19,"2020",0,0,40120144,40000,73,1.4,5.9,0,2,3,3,3,4.9,6,100200.36,1,0,0,45072822.2708924,45072822.2708924,"12",114,1,29673379.7792208,46409225.8003328,1,0,6666.66666666667
"5070",68045,"Formerly in Love","en",FALSE,"/iA8koxD6bQQlNOwlZaX4CRJoUPE.jpg","http://formerlyinlove.com",601756,"tt9122018","","","","",0,0,0,0,"/da9bF1FoAdz9JTxJTkV4Fk9sLwq.jpg","1/24/2020","Released","Formerly in Love",FALSE,"Drama ","Paper Cities Entertainment ","","en,","US ","","J. Michael MaGill ",0,1,0,0,0,0,2020-01-24,"2020",1,0,25754775,1000,6,1.4,5.5,0,1,23,17,1,7,283,2575377.5,1,0,0,45072822.2708924,45072822.2708924,"04",125,1,32851298.0943396,40388063.7042254,1.35294117647059,0,25
"5071",68062,"Obscene Beauty","en",FALSE,"","http://obscenebeauty.com",549264,"tt6169980","Apple iTunes,","Apple iTunes,","Hoopla,","Hoopla, Apple iTunes",2,1,1,1,"/gRRpxh6VATS1IK3lxi8RqEimQDb.jpg","2/18/2020","Released","Obscene Beauty",FALSE,"Documentary ","Suburban Tallyho Productions ","","en,","US ","","Nasya Kamrat ",0,0,1,0,0,0,2020-02-18,"2020",1,0,794861794,40000,92,1.4,4,0,1,3,12,2,5.6,1796,1987054.485,1,0,0,45072822.2708924,45072822.2708924,"08",97,1,46087796.1717791,46409225.8003328,0.25,0,2666.66666666667
"5072",68070,"Landline!","en",FALSE,"","https://www.youtube.com/watch?v=BFBzdolMnDc&t=121s",738974,"","","","","",0,0,0,0,"/s0MX3DfARmyLVKenyA3i4Ssu0Qf.jpg","1/15/2020","Released","Landline!",FALSE,"Thriller ","Clayton Ingalls Films ","","en,","US ","mind control ","Clayton Ingalls ",0,1,0,1,0,0,2020-01-15,"2020",1,0,141592359,10,12,1.394,6.9,0,1,5,7,1,5.3,2117,1415923490,1,0,0,45072822.2708924,45072822.2708924,"03",133,1,50747392.8125,36882370.2920696,0.714285714285714,0,0.833333333333333
"5073",68071,"hAPPiness","en",FALSE,"","",743849,"tt11409694","","","","",0,0,0,0,"/oFH7Nq8MSYMFn2vQwWmL3wzVhyZ.jpg","1/1/2020","Released","hAPPiness",FALSE,"Drama ","Download Joy Productions ","","","CA ","","Luvia Petersen ",0,0,0,0,0,0,2020-01-01,"2020",1,0,91708374,24200,61,1.392,1,0,1,18,52,1,8.3,4180,378860.223140496,1,0,0,45072822.2708924,45072822.2708924,"01",128,1,88234922.7142857,19628687.3589744,0.346153846153846,0,345.714285714286
"5074",68091,"UK's Hidden Shadows","en",FALSE,"","https://www.youtube.com/watch?v=Fi_x090LGO8&t=309s",711622,"","","","","",0,0,0,0,"","5/12/2020","Released","UK's Hidden Shadows",FALSE,"Documentary ","Underground Films ","","","GB ","royal family ","Shaun Attwood ",0,1,0,1,0,0,2020-05-12,"2020",1,0,16080,80,91,1.355,10,1,2,9,3,5,8.1,561,20000,1,0,0,45072822.2708924,45072822.2708924,"20",124,1,29673379.7792208,50839762.6893617,3,0,6.66666666666667
"5075",68098,"Nine Minutes","en",FALSE,"","",668511,"tt6092696","","","","",0,0,0,0,"/gQuRQs3OZVuj2tseOxKk8l0SFIO.jpg","1/30/2020","Released","Nine Minutes",FALSE,"Science Fiction ","","","","","","Ernie Gilbert ",0,0,0,0,0,0,2020-01-30,"2020",0,0,2799,30000,12,1.342,4.5,2,1,2,19,1,5.5,61,-90.67,0,0,0,45072822.2708924,45072822.2708924,"05",112,1,22400077.3820225,44110052.5939716,0.105263157894737,0,1428.57142857143
"5076",68115,"MADRE","en",FALSE,"/sU1egjITerQec40dQ8hTFK7we2A.jpg","",669623,"","","","","",0,0,0,0,"/jfRLPoefDdVCoZAhglCFQDwWcGN.jpg","2/3/2020","Released","Mother",FALSE,"Drama ","","","de,it,","DE ","mother ","Michèle Frolov ",0,0,0,0,0,1,2020-02-03,"2020",0,0,3335913,400,15,1.32,6.3,0,1,2,10,2,4.4,257,833878.25,1,0,0,45072822.2708924,45072822.2708924,"06",91,1,54533781.5637066,44110052.5939716,0.2,0,33.3333333333333
"5077",68123,"To Protect & Serve","en",FALSE,"","",505043,"tt6668656","","","","",0,0,0,0,"/5ncyKSxtTf2rokjwb6RwVlNDpIP.jpg","5/29/2020","Released","To Protect & Serve",FALSE,"Horror ","Winkler Pictures ","","en,","US ","","Mike Winkler ",0,0,0,0,0,0,2020-05-29,"2020",1,0,2000,1000,19,1.312,2,1,1,7,5,5,6.1,312,100,1,0,0,45072822.2708924,45072822.2708924,"22",112,1,49369049.8661417,42580617.5681063,1.4,0,83.3333333333333
"5078",68124,"Aika jonka sain","fi",FALSE,"/7dsdhvZAES3Amry5BM49UFVrsB6.jpg","",606787,"tt9777796","","","","",0,0,0,0,"/2RSt58YZSuU4jJr9c8Tinju8BhL.jpg","3/13/2020","Released","One Half of Me",FALSE,"Drama ","Optipari ","","fi,","FI ","paraplegic ","Tuukka Temonen ",0,0,0,1,0,0,2020-03-13,"2020",0,0,1500,936000,104,1.309,7.9,0,10,23,11,3,6.3,81,-99.8397435897436,0,0,0,45072822.2708924,45072822.2708924,"11",137,1,39138517.6470588,40388063.7042254,2.09090909090909,0,27529.4117647059
"5079",68145,"Acquitted by Faith","en",FALSE,"/xtZjQ63i8fyxuR4UCVEmLaJUB7K.jpg","",669384,"tt2890616","Amazon Video,Vudu,","Amazon Video,Vudu,","","Vudu, Amazon Video",2,2,2,0,"/wp8tShWPBT7kr8q8JeUX1ci0NXY.jpg","2/20/2020","Released","Acquitted by Faith",FALSE,"Drama ","","","en,","","christian film ","Daniel Lusko ",0,0,0,0,0,0,2020-02-20,"2020",0,0,10325,500,84,1.291,5.5,2,2,4,3,2,3,56,1965,1,0,0,45072822.2708924,45072822.2708924,"08",97,1,29673379.7792208,46591326.2972973,1.33333333333333,0,71.4285714285714
"5080",68150,"Court Martial","en",FALSE,"/5wzRht3BMp1ML38emtYfTfqJ6WZ.jpg","",702882,"tt11774804","","","","",0,0,0,0,"/98Fv3MSWeIPI2lbC16OxE2tHUYh.jpg","1/19/2020","Released","Court Martial",FALSE,"Drama ","zee5 ","","hi,","IN ","court martial ","Sourabh Shrivastava ",0,0,0,0,0,0,2020-01-19,"2020",1,0,521149,131684,120,1.283,8,0,1,5,2,1,6.9,139,295.75726739771,1,0,0,45072822.2708924,45072822.2708924,"03",133,1,56027727.4550265,36882370.2920696,2.5,0,18812
"5081",68160,"Робо","ru",FALSE,"/yn5ynMRfkJ2WQu3AweOMHoQ6RbE.jpg","",755452,"","","","","",0,0,0,0,"/bBeE0DRNZTjFFZzi2y4MlbCJPHH.jpg","2/7/2020","Released","Робо",FALSE,"Adventure ","Wild Side ","","","","","Sarik Andreasyan ",0,1,0,0,0,0,2020-02-07,"2020",0,0,1106307,4,8,1.268,7.6,0,2,6,3,2,6,3682,27657575,1,0,0,45072822.2708924,45072822.2708924,"06",91,1,29673379.7792208,30748111.2213542,2,0,0.444444444444444
"5082",68167,"Escape From North Korea","en",FALSE,"","",691850,"tt9568800","","","","",0,0,0,0,"/1HbI6Tiz6X0PojIZpMLkMjj6H0l.jpg","4/10/2020","Released","Escape From North Korea",FALSE,"Action ","","","","","","Keith Eng ",0,1,0,0,0,0,2020-04-10,"2020",0,0,20497844,80000,30,1.263,7,1,1,3,1,4,7.4,19,25522.305,1,0,0,45072822.2708924,45072822.2708924,"15",107,1,44533579.3385301,46409225.8003328,3,0,20000
"5083",68172,"The Babysitter","en",FALSE,"","",686464,"","","","","",0,0,0,0,"","3/25/2020","Released","The Babysitter",FALSE,"Documentary ","","","en,","US ","transgender ","Melody Danielle Rice ",0,1,0,1,0,0,2020-03-25,"2020",0,0,151493,100,25,1.257,6.4,0,1,1,1,3,4.4,633,151393,1,0,0,45072822.2708924,45072822.2708924,"13",96,1,44533579.3385301,58604971.7751756,1,0,50
"5084",68174,"Little Things","en",FALSE,"","",684677,"","","","","",0,0,0,0,"","3/5/2020","Released","Little Things",FALSE,"Drama ","BFI Film Academy ","","","GB ","","Charlie Durney ",0,1,0,0,0,0,2020-03-05,"2020",0,0,142337240,325,126,1.252,5.6,0,3,2,12,3,8,10,43795973.8461538,1,0,0,45072822.2708924,45072822.2708924,"10",137,1,46087796.1717791,44110052.5939716,0.166666666666667,0,23.2142857142857
"5085",68199,"Everything - The Real Thing Story","en",FALSE,"","",644828,"tt11046788","","","","",0,0,0,0,"/agjHzamVPmgpDblbGNXwiLSWuSS.jpg","1/24/2020","Released","Everything - The Real Thing Story",FALSE,"Documentary ","","","","","","Simon Sheridan ",0,1,0,0,0,0,2020-01-24,"2020",1,0,8751856,324000,94,1.232,10,0,4,13,30,1,8.3,67,2601.19012345679,1,0,0,45072822.2708924,45072822.2708924,"04",125,1,46237518.6666667,50850760.6036585,0.433333333333333,0,7534.88372093023
"5086",68204,"ALL COPS AIN'T BAD","en",FALSE,"/zIEw1vx6vouTSrMNmskPOh5Imvc.jpg","",672815,"","","","","",0,0,0,0,"/5WTFnZuu6uOjD6R8Lh7yDLEJFMU.jpg","1/1/2020","Released","ALL COPS AIN'T BAD",FALSE,"Comedy ","VH2 Networks ","","","US ","officer keeps it real ","Mike Williams ",0,0,0,0,0,0,2020-01-01,"2020",1,0,350000,100000,78,1.229,10,1,1,1,4,1,6.7,161,250,1,0,0,45072822.2708924,45072822.2708924,"01",128,1,28656711.7981439,58604971.7751756,0.25,0,20000
"5087",68209,"Karakomik Filmler 2: Emanet","tr",FALSE,"/9nlr3pc0YWAhvdZMm8wfqLTZTvi.jpg","",665089,"tt10472102","","Google Play Movies,Amazon Video,YouTube,","","YouTube, Google Play Movies, Amazon Video",3,0,3,0,"/jtTKuikx7xaAxcwSW37HyC4o1ei.jpg","1/17/2020","Released","Comidark Films 2: The Pawn",FALSE,"Drama ","Nulook Production ","Comidark Films 2","tr,","TR ","","Cem Yılmaz ",0,1,1,0,0,0,2020-01-17,"2020",0,1,680418,104000000,60,1.224,5,7,6,7,7,1,5.6,4832,-99.3457519230769,0,0,0,680418,680418,"03",133,1,50747392.8125,42580617.5681063,1,0,7428571.42857143
"5088",68211,"Casper and I","en",FALSE,"/8RTPcNrFRYJwJQcijSf0uh9I4W2.jpg","",695803,"tt12123070","","","","",0,0,0,0,"/xlA65RwfMxzvqi7YJdw66pE6xLA.jpg","4/11/2020","Released","Casper and I",FALSE,"Drama ","","","","","","Jack Hill ",0,1,0,0,0,0,2020-04-11,"2020",1,0,10841702,60,24,1.223,10,2,1,15,23,4,3.2,34422,18069403.3333333,1,0,0,45072822.2708924,45072822.2708924,"15",107,1,41436753.296875,42519958.136646,0.652173913043478,0,1.57894736842105
"5089",68213,"Sıfır Bir","tr",FALSE,"/7GFSzcT9E57UPO2YEbMVCSR9UuM.jpg","",663209,"tt11493232","Apple iTunes,Google Play Movies,YouTube,Pantaflix,","Apple iTunes,Google Play Movies,YouTube,","","Pantaflix, Google Play Movies, Apple iTunes, YouTube",4,4,3,0,"/5yUJTtMm0v92LltVlQNnrIiYuoU.jpg","1/10/2020","Released","Sifir Bir",FALSE,"Action ","Sıfır Bir Yapım ","","tr,","","","Kadri Beran Taşkın ",0,1,0,0,0,0,2020-01-10,"2020",0,0,2536753,100000,98,1.223,8.1,7,2,11,6,1,6.8,757,2436.753,1,0,0,45072822.2708924,45072822.2708924,"02",102,1,36876511.0084034,41953455.826087,1.83333333333333,0,5882.35294117647
"5090",68235,"Egg","en",FALSE,"/5KiBbSdaSmoM0uvYm86rRfUForo.jpg","",709126,"tt12058616","","","","",0,0,0,0,"/9cqoA2tjZaoybohNPQ4bY0HWPFd.jpg","5/29/2020","Released","Egg",FALSE,"Comedy ","","","en,","US ","","Michael J. Goldberg ",0,0,0,0,0,0,2020-05-29,"2020",0,0,6424420,12000,11,1.209,4.7,6,2,12,4,5,5.9,128,53436.8333333333,1,0,0,45072822.2708924,45072822.2708924,"22",112,1,28656711.7981439,31128940.8322581,3,0,750
"5091",68252,"ബിഗ് ബ്രദർ","ml",FALSE,"/1GTAvG3OhMQkbX7mR1ka2NarrwO.jpg","",627342,"tt9101540","","","","",0,0,0,0,"/e7E9mFsCwm6s5k0akviOIuVIKIU.jpg","1/16/2020","Released","Big Brother",FALSE,"Action ","S. Talkies ","","ml,","IN ","","Siddique ",0,1,1,0,0,0,2020-01-16,"2020",0,0,18500,3500000,162,1.194,3,5,4,20,32,1,3.4,754,-99.4714285714286,0,0,0,45072822.2708924,45072822.2708924,"03",133,1,59024426.3461538,56641579.1058824,0.625,0,67307.6923076923
"5092",68276,"One. Two. Thirty.","en",FALSE,"/oyOEQqL5DhZ2KCQ8EBiheg4jcrB.jpg","",699235,"tt12244442","","","","",0,0,0,0,"/lqQ6JgpKgzQM9o5k0IasPhegude.jpg","5/1/2020","Released","One. Two. Thirty.",FALSE,"Animation ","","","","LT ","","Tumas Šatūnas ",0,0,0,0,0,0,2020-05-01,"2020",0,0,5037923,16,1,1.171,4,0,1,6,5,5,5.4,125,31486918.75,1,0,0,45072822.2708924,45072822.2708924,"18",125,1,49369049.8661417,30748111.2213542,1.2,0,454.545454545455
"5093",68280,"Freie Räume","de",FALSE,"","",605037,"tt10121022","","","","",0,0,0,0,"/fIxLQswyQpXWgF64EdDeXwEqQaC.jpg","4/30/2020","Released","Freie Räume",FALSE,"Documentary ","","","de,","","","Tobias Frindt ",0,0,0,0,0,0,2020-04-30,"2020",0,0,564000,5000,147,1.169,10,0,1,7,1,4,8.5,10,11180,1,0,0,45072822.2708924,45072822.2708924,"18",125,1,44533579.3385301,42580617.5681063,7,0,8500
"5094",68291,"Daulat","ms",FALSE,"/qR33NeLvIwcSJDSLk5YRbHI8els.jpg","",690153,"tt11512522","","","","",0,0,0,0,"/8G8gfkAoIDsCvOoaXvippeG9Jf3.jpg","4/6/2020","Released","Daulat",FALSE,"Drama ","Lacuna Pictures ","","zh,en,ms,","MY ","political drama ","Imran Sheik ",0,0,0,0,0,1,2020-04-06,"2020",1,0,2950564,100000,102,1.162,6,0,2,9,5,4,6.3,82,2850.564,1,0,0,45072822.2708924,45072822.2708924,"15",107,1,49369049.8661417,50839762.6893617,1.8,0,7142.85714285714
"5095",68296,"Becoming Grim","en",FALSE,"","",710918,"","","","","",0,0,0,0,"/wOMZbSuK8XB5U25Ff4TabiXbyMX.jpg","3/23/2020","Released","Becoming Grim",FALSE,"Comedy ","","","","","","Harry Metcalfe ",0,1,0,0,0,0,2020-03-23,"2020",1,0,10502,4320,30,1.158,7.8,0,1,5,24,3,6.6,33,143.101851851852,1,0,0,45072822.2708924,45072822.2708924,"13",96,1,44474584.1891892,36882370.2920696,0.208333333333333,0,148.965517241379
