,X,original_title,original_language,adult,budget,backdrop_path,homepage,id,imdb_id,Imdb_Rating,Imdb_vote_count,popularity,poster_path,release_date,revenue,runtime,status,tagline,title,video,vote_average,vote_count,genre,production_companies,belongs_to_collection,spoken_languages,production_countries,review_count,keywords,cast_size,crew_size,director,moreThan1ProductionCountry,moreThan1Genre,moreThan1ProductionCompany,moreThan1Keyword,moreThan1Director,moreThanSpokenLanguage
66721,66721,बाघी ३,hi,FALSE,7952450,/xSyMS1FKsRuG2aPTBqvi2qSKAAS.jpg,,594669,tt8366590,2.1,8622,7.072,/vqTQvVyhqFJTUlE1VXTtyYEfyu3.jpg,3/6/2020,0,143,Released,This time He's up against a Nation,Baaghi 3,FALSE,7.1,41,Action ,Nadiadwala Grandson Entertainment ,Baaghi Collection,"hi,",IN ,0,sibling relationship ,13,51,Ahmed Khan ,0,0,1,1,0,0
66736,66736,Edge of Extinction,en,FALSE,100000,/yWz3UE8oHy1tUBjbCXvGiLB2BmC.jpg,,701369,tt6876854,5,1001,6.786,/nPQwTtppe0nzbFLSAMaqMnL8e4c.jpg,5/18/2020,0,136,Released,Every day is a fight for survival,Edge of Extinction,FALSE,4.6,8,Science Fiction ,Hundy Gilbert Media Ltd. ,,"en,",GB ,0,nuclear war ,11,16,Andrew Gilbert ,0,1,0,1,0,0
66773,66773,అల వైకుంఠపురములో,te,FALSE,14000000,/4oEMOYeQ5jY9rEN85Z9VF6TXYzb.jpg,,628241,tt9537292,7.1,7242,6.157,/48DIQOSEgpoWUFBrmHW2En6aNZQ.jpg,1/12/2020,28859072,165,Released,,Ala Vaikunthapurramuloo,FALSE,6.4,33,Action ,Geetha Arts ,,"te,",IN ,2,coma ,23,33,Trivikram Srinivas ,0,1,1,1,0,0
66792,66792,Отель «Белград»,ru,FALSE,0,/lPw2nRM7r677zyowGA3znJIzBhj.jpg,,592717,tt11903004,6.2,883,5.917,/A3bNX4gmaWTRMmRUDekWjm55iik.jpg,3/5/2020,6237973,107,Released,,Hotel Belgrade,FALSE,6.7,21,Comedy ,START ,,"ru,sr,",RU ,0,,27,20,Konstantin Statskiy ,0,1,1,0,0,1
66805,66805,Getaway,en,FALSE,30000,/2Yhy8OokaJyq43wGhy8nvCQCNfa.jpg,,489280,tt6263490,5.2,941,5.696,/gLG7btEIAoQOA3eaFK8xiADsuew.jpg,4/14/2020,0,76,Released,,Getaway,FALSE,4.2,6,Thriller ,,,"en,",US ,2,,5,3,Lane Toran ,0,1,0,0,0,0
66808,66808,Don't Let Them In,en,FALSE,40000,/2pl7GOmZCma2ZOUWINz2ubT7QTv.jpg,,683716,tt10198072,4.6,715,5.66,/o7C56BGdfmPZYk1xh4gC1HO6plI.jpg,3/3/2020,0,81,Released,,Don't Let Them In,FALSE,6.5,13,Horror ,Way Out Pictures ,,"en,",GB ,0,horror ,4,4,Mike Dunkin ,0,0,1,1,0,0
66824,66824,Die Känguru-Chroniken,de,FALSE,0,/n7g8j2HXj8JwRRnEV1qmRO32pXY.jpg,,639564,tt7749142,5.4,1557,5.519,/hlCpJa19IweniPMoIkbeXJDsCFp.jpg,3/5/2020,5081127,92,Released,,The Kangaroo Chronicles,FALSE,5.9,48,Comedy ,X Filme Creative Pool ,,"de,",DE ,0,berlin ,13,14,Dani Levy ,0,0,1,1,0,0
66830,66830,Girl Blood Sport,en,FALSE,30000,/A19kry3gY9PA3NgLIZmPZJgYZOp.jpg,http://www.girlbloodsport.com,577658,tt9485592,3.8,151,5.467,/dpev3mrOR8eqtsDe64mdbs7JfHz.jpg,4/20/2020,0,130,Released,A Nightmare You'll Never Forget!,Girl Blood Sport,FALSE,0,1,Horror ,GirlFights.Club ,,"en,",US ,0,,33,5,Kelcey Coe ,0,1,0,0,0,0
66863,66863,Colectiv,ro,FALSE,0,/2oKScJJTuJ0oPklvUxi0GDyatMD.jpg,,618363,tt10706602,8.4,1976,5.206,/oR93n0CAn2GznyHDFSRTp0J1t8c.jpg,2/28/2020,86883,109,Released,"When government fails, we all pay the price",Collective,FALSE,8.4,8,Documentary ,Samsa Film ,,"en,ro,",LU ,0,corruption ,7,20,Alexander Nanau ,1,0,1,1,0,1
66877,66877,Love in Winterland,en,FALSE,2000000,/3Huw1seRVF97vv4EtCGHPpHVWLu.jpg,https://www.hallmarkchannel.com/love-in-winterland,631430,tt11272506,6.3,696,5.124,/jCyQdA1rZBUrCMj81tZy6bak9G9.jpg,1/11/2020,0,85,Released,,Love in Winterland,FALSE,7.2,9,TV Movie ,,,"en,",,1,,13,3,Pat Williams ,0,1,0,0,0,0
66882,66882,The Disney Family Singalong,en,FALSE,10000000,/edisblwuIFjQD3YEEkfRZrIpuNN.jpg,,694040,tt12131604,7.9,232,5.088,/CNQF4cQVVSFixkERbh3rLJGqQr.jpg,4/16/2020,0,60,Released,,The Disney Family Singalong,FALSE,7.8,7,Family ,Disney Television Animation ,,"en,",,0,family ,47,4,Hamish Hamilton ,0,1,0,0,0,0
66891,66891,Black Hearted Killer,en,FALSE,90,/rbkHHx188qIkqZaoBMYycVW0DQS.jpg,https://www.mylifetime.com/movies/black-hearted-killer,690856,tt11952660,5.1,116,5.01,/l5kIwuxl8lp2eqyfuMjpmSu9TBy.jpg,4/5/2020,0,0,Released,,Black Hearted Killer,FALSE,6.2,3,Drama ,,,"en,",US ,0,,13,38,Roxy Shih ,0,1,0,0,0,0
66894,66894,Narziss und Goldmund,de,FALSE,0,/1DJIsbndTEHGF5dJfEoAfR0IKLb.jpg,,644852,tt9014656,6.3,323,5.004,/vFVKF1xDTkqgKlV1d6ZuM8cujfe.jpg,1/2/2020,233325,110,Released,,Narcissus and Goldmund,FALSE,6.6,17,Drama ,Deutsche Columbia Pictures Film Produktion ,,"de,",AT ,0,monk ,17,4,Stefan Ruzowitzky ,1,0,1,1,0,0
66910,66910,The Academy of Magic,en,FALSE,12000000,/oeXLSuvMiudu9YNFeVXWZzvrCg4.jpg,,708352,tt5768992,7.7,870,4.903,/pDM55o8QVZLCKQ9WGejXrdeOJzJ.jpg,1/5/2020,0,89,Released,,The Academy of Magic,FALSE,5.7,3,Animation ,Gold Valley Films ,,"en,",US ,0,magic ,7,2,Jorgen Klubien ,0,1,1,1,0,0
66913,66913,Die Heinzels - Rückkehr der Heinzelmännchen,de,FALSE,0,/9qknV88WTpBRT7C5LNoTp262WW6.jpg,,638220,tt9037650,6,171,4.864,/b7r4DQc1zUYZX7y7Y5S8WqpvsFo.jpg,1/30/2020,623054,78,Released,,The Elfkins - Baking a Difference,FALSE,6.3,10,Family ,Akkord Film Produktion GmbH ,,"de,en,",DE ,0,heinzelmännchen ,5,10,Ute von Münchow-Pohl ,0,1,1,1,0,1
66919,66919,The Fear Footage 2: Curse of the tape,en,FALSE,900,,http://Thefearfootage.com,658829,tt11323964,4.4,74,4.823,/xbbQ6AEKTWvQ3OG7AFjIwcyyrfz.jpg,3/12/2020,0,75,Released,Become Cursed...,The Fear Footage 2: Curse of the tape,FALSE,2,1,,,,,,0,,0,1,Ricky Umberger ,0,0,0,0,0,0
66927,66927,Block Z,tl,FALSE,646955,/jHhyomGdc5Mk7fn93wO1ktHrMnC.jpg,,531900,tt10044182,5.9,114,4.703,/1qw2naQOCBLQdcExyk4T4FslsRI.jpg,1/29/2020,709452,101,Released,,Block Z,FALSE,8,6,Action ,Star Cinema – ABS-CBN Film Productions ,,"en,tl,",PH ,0,zombie ,16,13,Mikhail Red ,0,1,1,0,0,1
66950,66950,Me contro Te: Il film - La vendetta del Signor S,it,FALSE,75000,/wooZWiC4NWH0ahCSUOogEmVejHo.jpg,,640344,tt11559652,1.6,193,4.558,/sfeQTIRkJjWt8IPDSBcPqkrcaas.jpg,1/17/2020,0,0,Released,,Me contro Te: Il film - La vendetta del Signor S,FALSE,8.4,380,Comedy ,Colorado Film ,Me contro Te - Saga,"it,",IT ,0,,6,12,Gianluca Leuzzi ,0,1,1,0,0,0
66957,66957,White Riot,en,FALSE,0,/zUBIGX8LwLDyM1UAbojrz641VZD.jpg,,627051,tt8351520,7.2,371,4.539,/2k3Z5LWnKFl2yVWLElYPioGQo0e.jpg,4/3/2020,86153,80,Released,,White Riot,FALSE,7.5,5,Documentary ,Smoking Bear Productions ,,"en,",GB ,0,music ,9,15,Rubika Shah ,0,1,1,1,0,0
66963,66963,Inside the Rain,en,FALSE,1000000,/4VwpV3rrlTnXCKKsHmkTlqvQAMj.jpg,,639137,tt11029976,4.4,185,4.53,/qr19ZmD8hQnxtP3wDW8n9qUiOmL.jpg,3/13/2020,0,95,Released,,Inside the Rain,FALSE,7.2,5,Comedy ,Act 13 ,,"en,",US ,0,,7,7,Aaron Fisher ,0,1,0,0,0,0
66970,66970,Human Zoo,en,FALSE,150000,/k4yvO2nDwWN7riXwcRfx9ukedhP.jpg,,449753,tt5575918,2.1,273,4.446,/bzTV8zQyqFOwIaU9TqlfOjOpL6s.jpg,5/5/2020,0,109,Released,Escape is not an option,Human Zoo,FALSE,5.2,5,Horror ,Seymore Films ,,"en,",US ,0,isolation ,34,16,John E Seymore ,0,1,1,1,0,0
66995,66995,The Cure,en,FALSE,15000,,,710478,tt10763494,6.6,494,4.3,/p1NV1i5iPJjjwundKFSkMGP7kbP.jpg,5/15/2020,0,37,Released,,The Cure,FALSE,7.7,3,Action ,Atalayfilms ,,"en,",US ,0,,7,10,Ahmet Atalay ,1,0,0,0,0,0
67042,67042,(НЕ)идеальный мужчина,ru,FALSE,2441680,/drJnHsHRdvrFFnzUzna1lKHWc6y.jpg,,576987,tt10818092,3.1,501,4.1,/s8h8GfOIcqsLVFbAxuOadWM1KLy.jpg,1/16/2020,0,89,Released,,(UN)Ideal Man,FALSE,5.3,11,Comedy ,Non-Stop Productions ,,"ru,",RU ,0,,10,15,Marius Balchunas ,0,1,1,0,0,0
67048,67048,Bone Breaker,en,FALSE,456781,/oLfa1O0RCvGdxCp6ZRfGHy9l6So.jpg,,671474,tt9738400,2.6,179,4.07,/8NS7XsBJQT0Lm1AYqHtcYFcRx6q.jpg,2/9/2020,0,74,Released,Don't go down to the woods,Bone Breaker,FALSE,4.8,5,Horror ,Porcelain Film ,,"en,",GB ,0,wilderness ,10,13,Nicholas Winter ,0,1,0,1,0,0
67056,67056,मलंग,hi,FALSE,7907534,/3e46k8KPCs1N7luAqNDFZFzrbbE.jpg,,661043,tt9877170,6.5,7841,4.043,/oIeGf0gzgtPKL8HEzCJGhtvNqul.jpg,2/6/2020,11136444,135,Released,Unleash The Madness,Malang,FALSE,7.3,21,Romance ,LUV Films ,,"hi,",IN ,0,,10,46,Mohit Suri ,0,1,1,0,0,0
67094,67094,A Clear Shot,en,FALSE,1100000,/zd0Tp3wVvzClhTZ67nBkEs83CZ3.jpg,,704231,tt9866202,3.9,121,3.917,/cW4JsPlwKJOXh3ijnHJxOjia0jM.jpg,5/1/2020,0,83,Released,,A Clear Shot,FALSE,4,2,Drama ,,,"en,",US ,0,,12,2,Nick Leisure ,0,1,0,0,0,0
67096,67096,Summer of Mesa,en,FALSE,400,/k6VoQ3PWlRFTcJuWjgXgbu76Usu.jpg,http://americana.pictures/summerofmesa,691529,tt9716208,6.6,36,3.913,/1bDHNOgI6TvFPepKk5YpU13qM7c.jpg,5/22/2020,0,76,Released,"I don't wanna be your ""friend.""",Summer of Mesa,FALSE,6.2,5,Romance ,Americana Pictures ,,"en,",US ,0,love triangle ,6,4,Josh Cox ,0,1,1,1,0,0
67115,67115,American Wisper,en,FALSE,500000,/xQLaRNak4GPFiUjx7xOBJFnX56C.jpg,,727392,tt7765778,7,2342,3.832,/rwZ6l2BLryckZUXfpbmSOtZF4oI.jpg,2/12/2020,0,91,Released,"To catch a murderer, you need more than the police.",American Wisper,FALSE,6.5,2,Crime ,Open Communications Inc. ,,"en,",US ,0,vigilante justice ,15,18,Russ Emanuel ,0,1,1,0,0,0
67117,67117,Klejotāji,en,FALSE,110000,/o6MLpy8NxeGk2t08NIW5SWWIgho.jpg,,668172,tt9270422,7.3,27,3.824,/4xSSq4XxLXE89OkZfX12ksB5xhS.jpg,3/5/2020,0,90,Released,"Young, Wild and Lost",The Wanderers,FALSE,6,3,Documentary ,Fenixfilm ,,"en,ja,lv,",LV ,0,,3,8,Matīss Kaža ,1,0,1,0,0,1
67133,67133,Shooting Heroin,en,FALSE,2500000,/9WpGpgzf7GABKTkISkuJeg534F4.jpg,https://www.heroinfilm.com/,642487,tt8332454,6.6,3143,3.742,/UCth6TIpxeLMFm1kOinTzzerj4.jpg,4/3/2020,0,90,Released,,Shooting Heroin,FALSE,0,0,Drama ,SpenceTF Productions ,,"en,",US ,0,,18,13,Spencer T. Folmar ,0,1,1,0,0,0
67160,67160,Turnt,en,FALSE,1000000,/xyXE3m9PAgcrvpMxXTfmbrHo9p7.jpg,,665778,tt4907206,7.9,749,3.657,/zoED4hhzqrenk3iyMXPr09Ii9S6.jpg,1/1/2020,0,85,Released,,Turnt,FALSE,1,1,Drama ,,,,,0,,15,2,Mann Robinson ,0,0,0,0,0,0
67170,67170,Cordero de Dios,en,FALSE,35000,/teSh1i44Bhndw02SPVQiPrG7SpW.jpg,http://www.noelfilms.com,681714,tt10187378,7,6,3.635,/wLYh1jmE7N4MPosTshFwPZnpE1g.jpg,1/31/2020,0,115,Released,"A boarding school where they are all wicked, except the priests.",Lamb of God,FALSE,10,1,Drama ,Noel Films ,,"es,",,0,boarding school ,7,16,Iván Noel ,0,1,0,1,0,0
67174,67174,Climbing Blind,en,FALSE,26050,/rjtXLRO0ixmbjoQM27Rj7rFRWe9.jpg,,674334,tt11801494,7.4,24,3.625,/h23viOkM8hPLPHwI5yTdz4eCjCL.jpg,3/20/2020,0,69,Released,,Climbing Blind,FALSE,0,0,Documentary ,Posing Productions ,,"en,",GB ,0,,5,6,Alastair Lee ,0,0,0,0,0,0
67181,67181,Light From the Tower,en,FALSE,10000,/oEo07EvQHihYTAqFJTR4GWNSnhm.jpg,http://envpictures.com,696513,tt10264340,6,1088,3.599,/zvvKtbT6desJBmGXWXBiX4RbHfk.jpg,4/14/2020,0,77,Released,,Light From the Tower,FALSE,7,2,Horror ,GK Studio Productions ,,"en,",US ,0,murder ,13,6,Alex R Wagner ,0,1,1,1,0,0
67221,67221,Paradise Drifters,nl,FALSE,800000,,,554433,tt9121616,6,203,3.482,/rC5KD5uZabyvK62JwNEEyr3VUD8.jpg,4/2/2020,0,85,Released,,Paradise Drifters,FALSE,6,1,Drama ,Pupkin ,,"nl,",NL ,0,,7,11,Mees Peijnenburg ,0,0,0,0,0,0
67226,67226,Unsubscribe,en,FALSE,5000,/tdDxanPrBZAg5y3rPQ1GZAAwkot.jpg,,719473,tt8825186,4.7,51,3.458,/m13eF1CyNAL68xhN36I6l6iCGtO.jpg,4/27/2020,0,95,Released,,Unsubscribe,FALSE,6,2,Documentary ,,,,,0,,9,3,Sam Slade ,0,0,0,0,0,0
67228,67228,Edgar Allan Poe's Ligeia,en,FALSE,150000,/vhSL6JX4dIaKiU1kBGfH2yEklmE.jpg,,660175,tt8749622,4.1,7,3.456,/1TnVMl4NZZkt5vMxR5eTrkqdbTo.jpg,1/5/2020,0,100,Released,Love Becomes Addiction,Edgar Allen Poe's Ligeia,FALSE,0,0,Horror ,Stellarblade ,,"en,",US ,0,,6,6,Griffith Mehaffey ,0,1,0,0,0,0
67232,67232,Boys from County Hell,en,FALSE,3000000,/u8vwHMPlfyrqUxQDBGCM6FCTix6.jpg,,680631,tt10262380,6.8,96,3.443,/w37XaRf4H2PgFHiKUwM8Gqrvzn9.jpg,4/20/2020,0,90,Released,,Boys from County Hell,FALSE,7.8,8,Comedy ,Six Mile Hill Productions ,,"en,",IE ,0,vampire ,17,45,Chris Baugh ,0,1,1,0,0,0
67238,67238,Torn: Dark Bullets,en,FALSE,1000000,/k5Fx3sJF3gFyW6HFWleGYNZNZJf.jpg,https://www.tornmovie.com,696610,tt8386654,6.3,501,3.425,/tlLrmWmwiJsSTAZwu0efjow4G7i.jpg,4/20/2020,0,96,Released,,Torn  Dark Bullets,FALSE,6.5,2,Thriller ,Imagin•ere Entertainment ,,"en,",,1,police brutality ,10,32,Danny Wolf ,0,0,1,1,0,0
67250,67250,Survival Guide,en,FALSE,20000,,https://www.survivalguidethemovie.com/,751436,tt11594696,2.5,17,3.389,/aXI9A9mDQZ816XXoEhV4zvIMvsE.jpg,2/21/2020,0,80,Released,Discover who you really are.,Survival Guide,FALSE,0,0,Horror ,,,"en,",US ,0,wisconsin ,10,3,Ben Fritz ,0,0,0,1,0,0
67274,67274,Street Dancer 3D,hi,FALSE,9204790,/zmIcouKMZNpHvTev6TCZrDy7w9V.jpg,,644712,tt9648672,3.6,5169,3.262,/sY80cuvKIfE6xtQOrSVd644yPTK.jpg,1/24/2020,12589965,146,Released,,Street Dancer 3D,FALSE,8.5,14,Drama ,T-Series ,ABCD Collection,"hi,",IN ,0,dance competition ,18,88,Remo D'Souza ,0,0,1,0,0,0
67294,67294,Violet,en,FALSE,20000,,,684051,tt9521590,5,37,3.191,/cGSeODcdryoZoyMZOceFKCqGNDS.jpg,3/1/2020,0,86,Released,Can You Handle Reality?,Violet,FALSE,0,0,Drama ,,,"en,",,0,,4,2,Samuel Vainisi ,0,1,0,0,0,0
67330,67330,UFC 246: McGregor vs. Cowboy,en,FALSE,0,/xjdVG3LYLSyyVkgLowfIJhUkpsL.jpg,https://www.ufc.com/event/ufc-246,661416,tt11662658,6.8,43,3.099,/plHqmHsiLrI0DROTrqpYQgg6trB.jpg,1/18/2020,11087629,180,Released,,UFC 246: McGregor vs. Cowboy,FALSE,0,0,,,,"en,",,0,,7,0,Mark Dooley ,0,0,0,0,0,0
67336,67336,Ron Hopper's Misfortune,en,FALSE,1200000,/yJcOkEKXcT9AviCBOOOmwylF2Wm.jpg,,699654,tt8364590,4.9,82,3.084,/5k7tio2mlY57Jt8mCqFLWVxdECx.jpg,3/10/2020,0,93,Released,,Ron Hopper's Misfortune,FALSE,3,2,Drama ,La Ira Film ,,"en,",ES ,0,,5,2,Jaime Falero ,1,1,0,0,0,0
67342,67342,Viva the Underdogs,en,FALSE,700000,/ialpuWCInTpEyhrqRFeGrK8liis.jpg,http://parkwaydriverock.com/,663635,tt11242532,8.4,152,3.064,/g2PhWNQzwmJhIkoN1WmQ9O7ZAS9.jpg,1/22/2020,0,73,Released,Against the grain. Against the odds.,Viva the Underdogs,FALSE,9,2,Documentary ,Hype Republic ,,"en,",AU ,0,,5,22,Allan Hardy ,0,1,0,0,0,0
67361,67361,Space,en,FALSE,11000,/fScfEufKQtqidXEWrh2QjsfeNr3.jpg,https://max-rls.com/2020/03/30/space-2020-1080p-web-dl-h264-ac3-evo/?__cf_chl_jschl_tk__=60ead41eb2144bcda29c91e3baf8b7672c4712da-1585629864-0-AfTeXI-gHxCpOu3GgCKx8JYgxuTa-UqFavxrSyEFYiL4JwW9vhga6nlOnLWS5h-QBcRkIgH2EoautT8l9LUU7qGO_egAA0s94e6S0PCVjBqvWKvdD-2hRWxynsg-pts0bWxUhV07wcZds99P6rR6tkUNNtaMkBEq7_bapyTA0Wkv5pV8yis6BfjcE36inOp3k1wWSrs5m9QuPj0iOd9vyWhu0Q7fU2MD4dhmD337qYlwhHjNmSazcoGpn7-bnTzi9Fo1_dDqWLFK8GgiqJXp0InNfp6gojmtiU6PUuBxRFTZiC3qO2fhY0qEQybvq9UCZfvF1FS0Alztv3w2QnhBzKY,687972,tt8710832,1.7,260,3.019,/3UIVrn0IcMmk9M3fY3w6oITDUEP.jpg,3/31/2020,0,93,Released,,Space,FALSE,5.6,5,Science Fiction ,,,"en,",,0,逃离深空 ,6,2,Monte Light ,0,1,0,0,0,0
67371,67371,Paranormal Activity: Origin of Toby,en,FALSE,3000,/rYZSFPplvDqqwcAhd04fUZ5Rx0g.jpg,https://www.youtube.com/watch?v=UIQI4UcCR_k,707847,,,,2.982,/4X7iJNxZFWYrFZckd085W0ZC8O9.jpg,5/21/2020,0,30,Released,No one's as safe as they think.,Paranormal Activity: Origin of Toby,FALSE,8.5,2,Horror ,Alliance Cinema ,,"en,",GB ,0,short ,5,15,Matthew Landford ,0,1,0,0,0,0
67373,67373,The House in Between,en,FALSE,60000,/nFmma5fy0QfSy6KtMPcoysM1yma.jpg,https://www.thehouseinbetween.com,699337,tt11568236,4.2,150,2.978,/uSpz3HB63MO0ZDYV7tb190cUTUW.jpg,5/5/2020,0,81,Released,Scary Because It's Real,The House in Between,FALSE,8.5,2,Documentary ,,,,,0,,0,8,Kendall Whelpton ,0,1,0,0,0,0
67379,67379,I Love Tropoja,en,FALSE,40000,/4fSiymV2P1iqj5Ry5FdTvDEsKV4.jpg,,670261,tt11539888,6.4,276,2.942,/oSkYFVuyHpIHqhCoCrkTDyk0z7q.jpg,2/13/2020,0,103,Released,,I Love Tropoja,FALSE,9,2,,,,"sq,",AL ,1,,5,1,Ermal Mamaqi ,0,0,0,0,0,0
67384,67384,വരനെ ആവശ്യമുണ്ട്,ml,FALSE,587640,/ay1JjV8euCrKE8ZyVca1P8FDsoo.jpg,,659731,tt11531530,6.9,1827,2.931,/pe9nETtwxj5MW17C5zHjlJU8Wm8.jpg,2/7/2020,4139731,145,Released,,Varane Avashyamund,FALSE,7.1,17,Comedy ,Wayfarer Films ,,"ml,",IN ,0,malayalam ,16,6,Anoop Sathyan ,0,1,1,1,0,0
67397,67397,Fox Hunt Drive,en,FALSE,250000,,http://foxhuntdrive.com/,666509,tt8295468,6.2,36,2.873,/sq8kqES1Z17Hsa0ppmp65AJV6eD.jpg,3/6/2020,0,86,Released,,Fox Hunt Drive,FALSE,10,1,Thriller ,REBL HQ ,,"en,",US ,0,,20,12,Drew Walkup ,0,1,0,0,0,0
67399,67399,The Hill and the Hole,en,FALSE,50000,/kO0wX8NJm2RE70H7KwcqdBC6nnq.jpg,,695155,tt8357336,4,101,2.866,/l9T4bWO6zY4NKFEJ0QKIH98ZV0G.jpg,4/19/2020,0,80,Released,A Weird Tale of the Southwest,The Hill and the Hole,FALSE,3,1,Horror ,Bright Rectangle Films ,,"en,",,0,weird ,9,22,Bill Darmon ,0,1,0,0,0,0
67419,67419,Permette? Alberto Sordi,it,FALSE,0,/n8z5CwOm8tF546fiMFCgt9e6gfD.jpg,,666363,,,,2.78,/56XuV4q0HiyjysUrmFt3wSGbczY.jpg,2/24/2020,14000,0,Released,,Permette? Alberto Sordi,FALSE,5.8,34,Comedy ,,,"it,",,0,,12,1,Luca Manfredi ,0,0,0,0,0,0
67432,67432,Мої думки тихі,uk,FALSE,344000,/tNRHOWkBZW6T7fNIKMQNl17kFyI.jpg,,609031,tt7876510,8.1,1545,2.759,/9DOmWktaCDJtUfXq3hT7RQ8QUkg.jpg,1/2/2020,351500,104,Released,,My Thoughts Are Silent,FALSE,8,15,Comedy ,Toy Cinema ,,"en,uk,",UA ,0,road trip ,2,8,Antonio Lukich ,0,1,0,1,0,1
67434,67434,音楽,ja,FALSE,38,/gt6wi5z7bAbTGFZlKus0X8F93bT.jpg,https://gkids.com/films/on-gaku-our-sound/,626767,tt10487722,6.6,69,2.749,/iUbxhvPFNthEDwZEZDEPwOJZL4Y.jpg,1/11/2020,0,71,Released,,ON-GAKU: Our Sound,FALSE,7,1,Animation ,Rock'n Roll Mountain ,,"ja,",JP ,0,punk ,7,12,Kenji Iwaisawa ,0,1,1,1,0,0
67440,67440,Frieda - Coming Home,en,FALSE,625000,/wTHamEmVntA6W1GKHsKehp8IhTd.jpg,http://www.frieda-cominghome.com,669153,tt8047590,5.6,326,2.722,/gn1fWUgdF4T9xOKBhxeYZKIstF8.jpg,1/25/2020,0,91,Released,,Frieda - Coming Home,FALSE,5.7,3,Mystery ,XAMARAM Entertainment SE ,,"en,",DE ,0,supernatural ,6,2,Michael W. Driesch ,1,1,0,0,0,0
67466,67466,Marketing the Messiah,en,FALSE,90000,/f9s0lnecHUPNZKLgZ2s0Vi84wty.jpg,https://www.kickstarter.com/projects/1712108863/marketing-the-messiah-the-history-of-early-christi,770277,tt11851846,5.7,190,2.654,/wknFX5UeEok5wsLbonZcIpBEcY.jpg,3/10/2020,0,103,Released,,Marketing the Messiah,FALSE,0,0,Documentary ,,,"en,",AU ,0,religion ,1,2,Cameron Reilly ,0,0,0,1,0,0
67481,67481,One Day,en,FALSE,77,/rbXA8n2JCTr5legOWMkjo4TspNb.jpg,,674667,,,,2.604,/9C0CoYRYsf6pjgyvjcYF6a4LwFk.jpg,2/15/2020,100,6,Released,"I can't sing. So, play.",One Day,FALSE,10,1,Drama ,BFI Film Academy ,,"en,",GB ,0,family drama ,4,7,Hanna Ali ,0,0,0,1,0,0
67484,67484,Trigger Points,en,FALSE,31000,,https://www.amazon.co.uk/dp/B0876KDQW2/ref=mp_s_a_1_1?dchild=1&keywords=trigger%20points&qid=1587109196&rnid=1642204031&s=instant-video&sr=1-1&ref_=imdbref_tt_pdt_ofs_offsite_0&tag=imdbtag_tt_pdt_ofs_offsite-21,696609,tt12159766,5.5,500,2.596,/tm6DsDRnMZw0P1msX0at3ldaWtx.jpg,4/17/2020,0,95,Released,(Fear+Faith) Ideology = Control,Trigger Points,FALSE,2,1,Science Fiction ,,,"en,",,0,,5,3,Matt Vogel ,0,1,0,0,0,0
67491,67491,Killer Prom,en,FALSE,1500000,/dl4Me6IN2iaUmf1MNbkNpNhabgj.jpg,,695323,tt10814308,4.7,117,2.564,/8jZ3pXqrCg8GTnvXKLmVKc46IrZ.jpg,4/19/2020,0,85,Released,,Killer Prom,FALSE,5.7,6,Drama ,Lifetime ,,"en,",CA ,0,,7,12,Alexandre Carrière ,0,1,1,0,0,0
67512,67512,"Une nuit, à travers champs",fr,FALSE,155790,/vHSs4TQcPGvAtRtCJ34FVg9BKvJ.jpg,,465820,tt11970970,7.5,12,2.509,/zp5MdvKibS5LliT1sNzNYMMyLEq.jpg,1/30/2020,0,56,Released,,"Une nuit, à travers champs",FALSE,6,1,,Offshore ,,"fr,",FR ,0,,6,1,Guillaume Grélardon ,0,0,0,0,0,0
67531,67531,LIMBO,en,FALSE,50,/9dp2d2OKn6AnbFbhNvHS3wBbQNh.jpg,,685050,,,,2.447,/wUGZyatYq1pNfeyaV0edLpuqGIZ.jpg,2/29/2020,0,2,Released,,LIMBO,FALSE,0,0,Drama ,,,"en,",US ,0,,2,7,Alessandro Rios ,0,0,0,0,0,0
67576,67576,HAGER,de,FALSE,35000,/sxFkN2pKNaY6BHXpamfuR9OCkb8.jpg,,460290,tt6698964,7.5,673,2.283,/1yaYfnqNIZ145KEQ5OC8Z7SO06R.jpg,1/15/2020,0,85,Released,Hell is one drop away,HADES,FALSE,9,2,Horror ,Crossbones Independent Films ,,"de,",DE ,0,police ,18,14,Kevin Kopacka ,0,1,0,1,0,0
67581,67581,Cover the Mirrors,en,FALSE,27000,,,711638,tt12240728,1.9,26,2.262,/l9upjnsgl9kFynmPdQYdgbf5bD8.jpg,4/1/2020,0,79,Released,,Cover the Mirrors,FALSE,1,1,Mystery ,,,"en,",,0,independent film ,3,2,Aaron J. Davis ,0,0,0,0,0,0
67600,67600,Aşk Tesadüfleri Sever 2,tr,FALSE,2100000,/n9uNOn3gmvqqrB2KMUJfQBpsgfA.jpg,http://bocekfilm.com/portfolio/ask-tesadufleri-sever-2/,659764,tt10420532,7,1493,2.209,/t1TOCWNVPeG3usxbSCWKmW6HpqQ.jpg,1/31/2020,0,120,Released,,Love Likes Coincidences 2,FALSE,0,0,Romance ,Böcek Film ,Aşk Tesadüfleri Sever,"tr,",TR ,0,,8,2,Ipek Sorak ,0,1,1,0,0,0
