"","X","original_title","original_language","adult","budget","backdrop_path","homepage","id","imdb_id","popularity","poster_path","release_date","revenue","runtime","status","tagline","title","video","vote_average","vote_count","genre","production_companies","belongs_to_collection","spoken_languages","production_countries","review_count","keywords","cast_size","crew_size","director"
"62924",62924,"Tarhapäivä","fi","False",1850000,"/wGIW5qlYWOpeSGEpcKkRwUbFxAe.jpg","",544309,"tt8288384",1.866,"/aGaowgnq8rRB2yglthjaWT7zUbP.jpg","2019-11-15",0,0,"Released","","Man and a Junior","False",6.6,5,"Comedy,","Solar Films,","Man and a Baby Collection","fi,","FI,",0,"based on novel or book,",12,4,"Tiina Lymi,"
"62931",62931,"Thanksgiving with the Carters","en","False",100000,"","",661959,"tt11063548",1.85,"","2019-11-11",0,104,"Released","","Thanksgiving with the Carters","False",0,0,"","","","","",0,"",0,0,"Indraadip Dasgupta,"
"62968",62968,"Killer Raccoons 2: Dark Christmas in the Dark","en","False",50000,"/AnXN004GeSQKf7oFQneu5fPlLCG.jpg","",656793,"tt8042004",1.635,"/fIyV3k13ABFvFao9L8vZlDwMH6S.jpg","2019-12-05",0,0,"Released","Just when you thought it was safe to say ""Merry Christmas"" again...","Killer Raccoons 2: Dark Christmas in the Dark","False",5.7,3,"Comedy,Action,Horror,","Overbites Pictures,","Killer 'Coons Collection","en,","US,",0,"",15,2,"Travis Irvine,"
"62969",62969,"వెంకీ మామా","te","False",3500000,"/wZyqAWKxhoE6BBsBzgzplF8EwEn.jpg","",613853,"tt9564774",1.635,"/qUlB90obLqaUzn0W1MnWqtycH5P.jpg","2019-12-13",10000000,149,"Released","","Venky Mama","False",3.3,3,"Family,Comedy,Drama,Action,","Suresh Productions,","","te,","IN,",0,"",17,10,"Bobby Kolli,"
"62994",62994,"Lava","es","False",100,"/6xArwmF8zk4FbK3ej5Qs297zLf3.jpg","",649288,"tt10923940",1.567,"/aEIIFRKlqtdsWyGdSmNoH1apZHt.jpg","2019-11-16",100,63,"Released","Long live animation","Lava","False",10,1,"Animation,Comedy,Science Fiction,","Crudo Films,","","es,","AR,",0,"tattoo,lava,invasion,flash animation,",10,9,"Ayar Blasco,"
"63005",63005,"Letters To Daniel","en","False",170000,"","",625419,"tt9327540",1.53,"/wwqD3P2SD9dx9xouisQyjKOCX3Y.jpg","2019-12-25",0,0,"Released","What Will I Do Now?","Letters To Daniel","False",0,0,"","","","","US,",0,"",2,1,"Lenka Kny,"
"63031",63031,"Someone Somewhere","fi","False",150000,"","http://failfailthemovie.com/",642122,"tt5105980",1.463,"/1T4bWfdTk6mN4bgRoCJffvr8hpZ.jpg","2019-11-07",0,82,"Released","What if you're just not good enough?","Someone Somewhere","False",0,0,"Drama,","No-Office,","","en,fi,","FI,US,",0,"hollywood,movie actor,acting,following one's dream,",18,8,"Hannu Aukia,"
"63076",63076,"Sirena","pt","False",100,"","",657250,"",1.4,"/gII1yrxg5yJ67SZVgY8C6dRc5tb.jpg","2019-12-18",0,2,"Released","","Sirena","False",0,0,"Animation,","","","","BR,",0,"stop motion,brazil,",0,11,"Nicole Vaz,"
"63093",63093,"Amra Ekta Cinema Banabo","bn","False",178000,"","http://www.cinemabanabo.com/",604529,"tt7156814",1.4,"/fyg8oNfj08emX4kI5I0vtJfi4Lj.jpg","2019-12-20",0,1265,"Released","Everything is fair in love, war, and cinema...","The Innocence","False",0,0,"Drama,War,Romance,","Impress Telefilm,","","bn,","BD,",0,"revolution,romance,bangladesh,",6,7,"Ashraf Shishir,"
"63097",63097,"Trucker's Atlas","en","False",20000,"","",599514,"tt9876510",1.4,"/j6ezqpaLgAOFjf1ACB7RtmlW64g.jpg","2019-11-15",0,12,"Released","","Trucker's Atlas","False",0,0,"Drama,","British Film Institute,Flat Cat Films,","","en,","GB,",0,"",2,8,"Dan Thorburn,"
"63124",63124,"Pasión de sangre","es","False",1000,"/hhUgpfS89N5uz4ojgF6QeHNgAOp.jpg","",738997,"tt13009026",1.385,"/biGcc1ahq7zNaxMFIsQN0HolD1B.jpg","2019-11-12",0,6,"Released","","Pasión de sangre","False",0,0,"Drama,Comedy,","Cine con Ritmo,Centro de Estudios Cinematográficos,","","es,","MX,",0,"romantic comedy,telenovela,",2,10,"Raúl Duarte,"
"63126",63126,"The Apology","en","False",6000,"/rWDZHh1mtEwsXs2bBzH3N5u7r9T.jpg","https://www.youtube.com/watch?v=5Y3i-fGLmDs",644806,"tt10901432",1.384,"/1p2Jf6WfMpqSsPRZczKAfcQz4Ju.jpg","2019-11-05",0,9,"Released","Caution: Contents Hot","The Apology","False",0,0,"Comedy,","","","en,","US,",0,"coffee shop,apology,silly,muffin,comedy,short film,gage clift,kyle roy,",3,9,"Kyle Roy,"
"63148",63148,"Falco","en","False",300000,"/gx7Fo6YXo7GLcWHifvni2UI55Y2.jpg","https://falcothemovie.com/en/",660575,"tt11402062",1.315,"/ajoCB6nleyrsgd1xAkAJRVkhQ9A.jpg","2019-11-20",0,98,"Released","","Falco","False",4,1,"Comedy,","Loku Film,","","","AL,",0,"",16,2,"Besart Kallaku,"
"63162",63162,"Candyman","en","False",3000,"","https://actionstudios.tv/",692272,"tt11266624",1.275,"/kSZ0wNkXXbAgghujEuUfMhSV4Rr.jpg","2019-11-11",0,5,"Released","","Candyman","False",0,0,"Action,Thriller,","Action Studios,","","en,","",0,"",3,29,"Jace Hardwick,"
"63167",63167,"Return of the Slasher Nurse","en","False",10000,"","",629121,"tt7978548",1.269,"/jqbdLy2AXnu5nf4XFlD4kw1RgIj.jpg","2019-11-22",0,97,"Released","New Patients New Nightmares","Return of the Slasher Nurse","False",0,0,"Horror,","","","","US,",0,"",3,1,"Dave Kerr,"
"63173",63173,"Unbreakable","tl","False",0,"/9GOyPUGrGJDMpwlRHkZTxUX2L6F.jpg","",643571,"tt11172868",1.253,"/oKIhaskp0hgDjIgNAPBdIGNMrEl.jpg","2019-11-27",1124280,119,"Released","Pain brought them together. Will love tear them apart?","Unbreakable","False",10,1,"Romance,Drama,","Star Cinema – ABS-CBN Film Productions,","","en,tl,","PH,",0,"",10,2,"Mae Cruz-Alviar,"
"63183",63183,"Одесский пароход","ru","False",2000000,"/8FQmgWJYtRTSGglaxMZNOk2MFaW.jpg","",659720,"tt11542038",1.23,"/hPTlTOaywS4NeLy4pMsWnsIFlXw.jpg","2019-12-24",0,82,"Released","","Odessa steamboat","False",6,3,"Comedy,","VGTRK,Moskino Film Studio,","","ru,","RU,",0,"",50,8,"Sergey Ursulyak,"
"63214",63214,"14 jours, 12 nuits","fr","False",4300000,"/rFVrq8xfuMIuWrxVlin1CiF1d6X.jpg","",603488,"tt6976172",1.18,"/kiAao6UF3h2eFelRZuWlvUjbg3G.jpg","2019-12-12",0,99,"Released","","14 Days, 12 Nights","False",6.7,10,"Drama,","Attraction Images,","","fr,","CA,",0,"vietnam,grief,loss of child,",7,18,"Jean-Philippe Duval,"
"63228",63228,"Made in Japan - Ishikawa and Gifu Craftsmanship","de","False",0,"/5xgN50zYVxyJNbIB8e89xY1MNS8.jpg","",728483,"",1.141,"","2019-12-25",21,0,"Released","","Made in Japan - Ishikawa and Gifu Craftsmanship","False",0,0,"","","","","",0,"",0,1,"Joe Allam,"
"63248",63248,"Revenge of the Mask 2","en","False",100000,"","https://www.youtube.com/channel/UC-HQ0-wMVBw3ncUcAZ1meOw",657086,"tt10378328",1.114,"/mWUi2Kos2jiDgcr1qLZxCPGluXR.jpg","2019-12-15",0,40,"Released","n/a","Revenge of the Mask 2","False",0,0,"Action,Thriller,","Controlled Chaos, LLC,","","en,","",0,"",6,3,"Lance Kawas,"
"63249",63249,"Pół wieku poezji później","pl","False",25000,"/lIUIATeMilUoLzl6NyXtnKx0RRI.jpg","",635804,"tt8307814",1.109,"/u3HZWJLqvV1x3EeHesanJYcWebU.jpg","2019-11-30",0,103,"Released","","Half a Century of Poetry Later","False",5.7,5,"Fantasy,","","","pl,","PL,",0,"the witcher,fan movie,",8,7,"Jakub Nurzyński,"
"63258",63258,"Anti-Social Media","en","False",500,"","",684044,"tt11377818",1.073,"/6upgRl21hFPc3etHXaTlnCCtb3K.jpg","2019-12-02",0,5,"Released","","Anti-Social Media","False",10,1,"Comedy,Drama,","T Platt Productions,Point Park University,Zac(k) Sandwich Productions,","","","US,",0,"",9,10,"Zac Fertig,"
"63266",63266,"Jouliks","fr","False",4100000,"/wTKKmZNBK8S7uPgTly0lyLJZ3lA.jpg","",630007,"tt11134340",1.053,"/p1oUqF8dtxtJdGby18I0iiSBeEB.jpg","2019-11-01",0,114,"Released","","Jouliks","False",8,1,"Drama,","Les Films Vision 4,","","fr,","CA,",0,"",11,8,"Mariloup Wolfe,"
"63279",63279,"Hand Off","en","False",3000,"","",632346,"tt10985536",1.036,"/p8OPEihYEQje3IBMHPwoj8TSrUf.jpg","2019-11-22",0,24,"Released","","Hand Off","False",6,1,"Drama,","AFDA,","","af,en,","ZA,",0,"lgbt athlete,south african,gay rugby,",7,15,"Chadlee Skrikker,"
"63282",63282,"Jesus","en","False",2500,"","https://www.indiegogo.com/projects/jesus--4#/",636674,"",1.027,"/xFtnTctnPS9TEby1oR1WeQgozqM.jpg","2019-12-01",0,35,"Released","Die When You Die","Jesus","False",0,0,"Documentary,Drama,Horror,Music,History,Thriller,","Thee Films,","","en,","US,",0,"",0,1,"Astro Rys,"
"63291",63291,"The Online World of Incels","en","False",50,"","",775807,"",1.009,"/xmCjuFrNJdDXkM1i9Xz62QqQiVa.jpg","2019-12-11",0,7,"Released","Real testaments from real incels voiced by real actors","The Online World of Incels","False",0,0,"Documentary,","","","en,","GB,",0,"",3,12,"Elliott Plumridge,"
"63301",63301,"Harlow Town: Pollard Hatch Mafia","en","False",150000,"","",639176,"",0.988,"/9GMi9QPw2oll7egXstCJtDS8veq.jpg","2019-12-13",0,87,"Released","FROM THE KINGS OF POLLARD HATCH, TO THE KINGS OF HARLOW TOWN.","Harlow: Pollard Hatch Mafia","False",0,0,"Drama,Crime,","ZDP Productions,Harlow College,","","en,","GB,",0,"harlow,",7,4,"Thomas George,"
"63308",63308,"Beauty Juice","en","False",5000,"/wObaegy7qXtsbVgwf5OQKXEzTZO.jpg","",634639,"tt10648656",0.983,"/nxP9UVKiO7lZPNeq1c9aH7Mevw3.jpg","2019-12-31",0,5,"Released","","Beauty Juice","False",0,0,"Horror,","","","","US,",0,"",8,5,"Natasha Halevi,"
"63309",63309,"An Officer & His Holiness: The Dalai Lama's Secret Escape into Exile","en","False",462351,"","http://www.illuminastudios.co.uk/project/an-officer-his-holiness/",585599,"tt8459190",0.981,"/6ZRGzOaNNsvGLHZMIicsBvbiBn0.jpg","2019-11-13",0,NA,"Released","","An Officer & His Holiness: The Dalai Lama's Secret Escape into Exile","False",0,0,"Documentary,","Illumina Studios & Media,","","zh,en,","GB,",0,"",1,10,"Natasha Halevi,"
"63322",63322,"Une manière de vivre","fr","False",3600000,"","",630010,"tt11934924",0.965,"/UnkHfBFdq98JUrWIlCcRk7G4Z4.jpg","2019-11-01",0,118,"Released","","Une manière de vivre","False",0,0,"Drama,","Lycaon Pictus,","","fr,","CA,",0,"",12,5,"Micheline Lanctôt,"
"63348",63348,"A Fistful of Toothpicks","fi","False",3,"","https://www.youtube.com/channel/UCFprvoP0xkqXytEWZiyPbdA",629976,"",0.932,"/wF6OChYpiIhi4Ofzrm0IIKm7Jmf.jpg","2019-11-22",0,15,"Released","Dreamy adventure like no other","A Fistful of Toothpicks","False",0,0,"Mystery,Western,Thriller,Comedy,Horror,","Rytmihäiriö Productions,","","en,fi,","FI,",0,"horror,surrealism,thriller,mystery,western,psychological thriller,mind game,art film,",5,13,"Juuso Honkamäki,"
"63367",63367,"Žáby bez jazyka","cs","False",1250000,"/mE44cJJb9UBVFDkmRgJLi1XESOp.jpg","",596638,"tt11718264",0.894,"/oAXbUemmxOUJIN5u4KlSxO5sNMV.jpg","2019-11-23",0,116,"Released","","Cook F**k Kill","False",0,0,"Drama,","Cineart TV Prague,Mirafox,RTVS,Česká televize,","","cs,","CZ,SK,",0,"domestic violence,",7,12,"Mira Fornay,"
"63368",63368,"To No Man's Land","en","False",6000,"","",538036,"tt6739122",0.894,"/cNLEXsp4RnFAP6fgoNtHvdaJ3T4.jpg","2019-11-25",0,12,"Released","","To No Man's Land","False",0,0,"Science Fiction,","Ambitious Bot,Magic Button Films,","","en,","",0,"short,",10,36,"Khizer Khani,"
"63394",63394,"Los Impuros","es","False",150,"/8Tf4I4xsD2MhWTjfocvE7ZvMJ3y.jpg","",651188,"",0.88,"/m2wUwgXYAsqiFnGHJiLYBg1y3ZU.jpg","2019-11-24",0,7,"Released","By the lord you will be judged - An argentinian folk horror tale","The Impure Ones","False",0,0,"Horror,","","","es,","AR,",0,"",4,9,"Axel Cheb Terrab,"
"63402",63402,"Mamãe Tem um Demônio","pt","False",5000,"/cz81SzJ6x89R3sfeOqSbYYBLPZ6.jpg","https://www.youtube.com/channel/UCmA7CH0yhNt97QaNhaBqQDw",705467,"tt11505200",0.84,"/bqxzIFEdghLQPBpUF5a09QLb0MV.jpg","2019-12-12",0,25,"Released","Did you see my blue dress?","Mommy Got a Demon","False",8,2,"Comedy,Horror,Music,","Universidade Anhembi Morumbi,","","pt,","BR,",0,"horror,demon,brazilian music,sexy comedy,",6,10,"Demerson Souza,"
"63425",63425,"7th psychopath","en","False",1,"","https://www.youtube.com/watch?v=RPm8do1AsUc",650822,"",0.84,"/e4JcOsFmOXgmadvpXY4gsTU5Z61.jpg","2019-11-11",0,3,"Released","Hello, SIS!","7th psychopath","False",10,1,"Documentary,Comedy,Romance,","SIS,","","en,","UA,",0,"hot,spicy,",2,4,"Andrii Faier,"
"63426",63426,"Ronda","pt","False",1500,"","",649118,"tt11192318",0.84,"/pgaQVdSMyc4EmICZAMeT8XIXm6P.jpg","2019-11-14",0,NA,"Released","","Ronda","False",0,0,"","","","pt,","BR,",0,"",6,8,"Mauricio Battistuci,"
"63436",63436,"Sick Boys Die Alone","en","False",25000,"/yJNSL2CrTTAjkPxArANunJfzBZg.jpg","",730980,"tt10838006",0.837,"/14xImIh65McAneMzVb5n9g3680V.jpg","2019-11-29",0,17,"Released","","Sick Boys Die Alone","False",8.2,3,"Drama,","Hohoww Productions,","","en,","US,",0,"short,",9,13,"Howard Campbell,"
"63444",63444,"Grabadora Sound","it","False",20000,"","",707231,"tt10541176",0.832,"","2019-11-17",0,8,"Released","","Grabadora Sound","False",0,0,"Romance,Comedy,","Whitelight,","","it,","IT,",0,"",4,8,"Cristiano Neila,"
"63488",63488,"El Mecánico","es","False",25,"","",760145,"",0.725,"/oThhvdKlMzzGOJdmigkR9izrHmw.jpg","2019-11-03",10,2,"Released","A video minute slasher","The Car Mechanic","False",10,1,"Horror,Mystery,Thriller,","Media Botella Films,","","es,","AR,",0,"horror,low-budget,slasher,",3,13,"Norberto Morrone,"
"63525",63525,"Hvor Er Du?","da","False",487,"/yBEr2XgrdDWVP1JSJNmNCehL4FE.jpg","https://mywaymovie.tk",565394,"tt9272790",0.701,"/yxotO9X3dSEQwV44J4lcURRoLJ6.jpg","2019-12-13",0,0,"Released","","Where Are You?","False",10,1,"Drama,","My Way Movie Productions,","","da,","DK,",0,"",4,20,"Laurids Knage Møller,"
"63530",63530,"Damned Rites","en","False",3000,"","https://www.damnedrites.com/",683100,"tt11137964",0.698,"/vdD4x5fmvvI61Wf3EWXPHiMnr8Y.jpg","2019-11-26",0,84,"Released","The Rite Place, At The Wrong Time...","Damned Rites","False",0,0,"Horror,","MagicHill Studios,","","","CA,",0,"paranormal,evil spirit,80s throwback,old school,",9,0,"Paweł Deląg,"
"63540",63540,"Jack and Jo Don't Want to Die","en","False",75000,"","",704987,"tt11707350",0.688,"/6Tys5XYiJVuxfpcPpAYVKo0ZJNu.jpg","2019-11-19",0,0,"Released","","Jack and Jo Don't Want to Die","False",0,0,"Drama,Science Fiction,","Level Forward,Refinery29,","","en,","US,",0,"",3,21,"Kantu Lentz,"
"63554",63554,"Shuttlecock","en","False",3800,"","http://spinningpath.com/shuttlecock",742138,"tt10489572",0.682,"/67hWSM0w0v86WcqzwqykPbPVS1W.jpg","2019-11-29",0,13,"Released","Let the best man win","Shuttlecock","False",10,1,"Comedy,Drama,","Spinning Path,Exeter Phoenix,","","en,","",0,"competition,sports,sport competition,masculinity,badminton,male egos,toxic masculinity,male sexuality,",5,24,"Tommy Gillard,"
"63559",63559,"Sydney","en","False",1700,"","",700164,"",0.681,"","2019-12-11",0,13,"Released","Sometimes nice guys finish first.","Sydney","False",10,1,"Drama,","Mattress Man Pictures,Silverado Cinema,","","en,","",0,"",3,34,"Qasim Hussaini,"
"63563",63563,"Frank & Mary","en","False",25775,"","",748810,"tt11117026",0.68,"/5xisGTopI6qPlUpeeGIVct1a1Yo.jpg","2019-11-11",0,16,"Released","Love, loss and D.I.Y.","Frank & Mary","False",0,0,"Horror,Comedy,","Evil Hypnotist Productions,","","en,","GB,",0,"grief,widower,gardening,diy,dead wife,suburbs,frankenstein,",6,12,"Paul Williams,"
